director,url,institute,director2,director3
"Директор

Кузнецов, Владимир Дмитриевич
","https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B7%D0%B5%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BC%D0%B0%D0%B3%D0%BD%D0%B5%D1%82%D0%B8%D0%B7%D0%BC%D0%B0,_%D0%B8%D0%BE%D0%BD%D0%BE%D1%81%D1%84%D0%B5%D1%80%D1%8B_%D0%B8_%D1%80%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F_%D1%80%D0%B0%D0%B4%D0%B8%D0%BE%D0%B2%D0%BE%D0%BB%D0%BD_%D0%B8%D0%BC._%D0%9D._%D0%92._%D0%9F%D1%83%D1%88%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D","Институт земного магнетизма, ионосферы и распространения радиоволн им. Н. В. Пушкова РАН","Кузнецов, Владимир Дмитриевич","Кузнецов, Владимир Дмитриевич"
"Директор

Д. В. Бисикало
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт астрономии РАН,Д. В. Бисикало,
Директора Пулковской обсерватории,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D0%BB%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D1%81%D0%B5%D1%80%D0%B2%D0%B0%D1%82%D0%BE%D1%80%D0%B8%D1%8F,Главная астрономическая обсерватория РАН,а Пулковской обсерватории,
"Директор

Д. В. Трещёв
",https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%92._%D0%90._%D0%A1%D1%82%D0%B5%D0%BA%D0%BB%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Математический институт им. В. А. Стеклова РАН,Д. В. Трещёв,Д. В. Трещ
Директора Математического института имени В. А. Стеклова,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%92._%D0%90._%D0%A1%D1%82%D0%B5%D0%BA%D0%BB%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Математический институт им. В. А. Стеклова РАН,а Математического института имени В. А. Стеклова,В. А. Стеклова
"Директор

Арутюн Аветисян
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт системного программирования РАН,Арутюн Аветисян,
"Директор

Аптекарев Александр Иванович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%9C._%D0%92._%D0%9A%D0%B5%D0%BB%D0%B4%D1%8B%D1%88%D0%B0_%D0%A0%D0%90%D0%9D,Институт прикладной математики им. М. В. Келдыша РАН,Аптекарев Александр Иванович,Аптекарев Александр Иванович
"Директор

Б. Н. Четверушкин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт математического моделирования РАН,Б. Н. Четверушкин,Б. Н. Четверушкин
"Директор

В. Д. Лахно
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт математических проблем биологии РАН,В. Д. Лахно,
"Директор

акад. Е. Е. Тыртышников
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D1%8B%D1%87%D0%B8%D1%81%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%93._%D0%98._%D0%9C%D0%B0%D1%80%D1%87%D1%83%D0%BA%D0%B0_%D0%A0%D0%90%D0%9D,Институт вычислительной математики им. Г. И. Марчука РАН,акад. Е. Е. Тыртышников,
"Директор

Никитин Илья Степанович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8_%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт автоматизации проектирования РАН,Никитин Илья Степанович,Никитин Илья Степанович
"Директор

ак. Ю. Г. Евтушенко
",https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%87%D0%B8%D1%81%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%B8%D0%BC._%D0%90._%D0%90._%D0%94%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D1%86%D1%8B%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Вычислительный центр им. А. А. Дородницына РАН,ак. Ю. Г. Евтушенко,
,,,,
